title,company_name,location,site,job_url,experience_range,key_skills,match_score,why_this_job_fits,missing_skills,resume_alignment_level,is_remote,work_from_home_type
Process Associate / Customer support,Valuestream Business Solutions (VBS),"Bengaluru, India",naukri,https://www.naukri.com/job-listings-process-associate-customer-support-valuestream-business-solutions-vbs-bengaluru-0-to-2-years-121225025900,0-2 years,,13,On-call / shift work; Support/production oriented; Experience: 0-2 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Hiring For Non-IT Recruiter | Freshers & Experienced 18 -25 Take Home|,Axis Services,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-hiring-for-non-it-recruiter-freshers-experienced-18-25-take-home-axis-services-hyderabad-0-to-3-years-251125030547,1+ years,,7,On-call / shift work; Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT Engineer - Linux,BNP Paribas,"Chennai, India",naukri,https://www.naukri.com/job-listings-it-engineer-linux-bnp-paribas-india-solutions-pvt-ltd-chennai-5-to-10-years-221225907105,,"devops, linux, shell",29,"Primary skills: linux, shell; Secondary skills: devops","sftp, servicenow, itil",Stretch Role,False,Work from office
Online Reputation Manager - Customer Support Team,Miko,"Mumbai, India",naukri,https://www.naukri.com/job-listings-online-reputation-manager-customer-support-team-miko-ai-mumbai-7-to-12-years-221225902358,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
It Recruiter,Navsan,"Hybrid - Hyderabad, India",naukri,https://www.naukri.com/job-listings-it-recruiter-navsan-hyderabad-3-to-6-years-221225005131,1-4 years,,0,Experience: 1-4 years,"linux, sftp, servicenow, itil",Ignore,False,Hybrid
Fresher IT Recruiter / Talent Acquisition Executive,Yugma,"Remote, India",naukri,https://www.naukri.com/job-listings-fresher-it-recruiter-talent-acquisition-executive-yugma-pune-0-to-0-years-221225004734,,log,12,Primary skills: log,"linux, sftp, servicenow, itil",Ignore,True,Remote
Senior UI UX and Web Designer (E-commerce webiste and Application),Uv Stacks Logistics,"Hybrid - Gurgaon, India",naukri,https://www.naukri.com/job-listings-senior-ui-ux-and-web-designer-e-commerce-webiste-and-application-uv-stacks-logistics-gurugram-3-to-8-years-221225003478,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Hybrid
IT Recruiter,Wissen Technology,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-it-recruiter-wissen-technology-pvt-ltd-bengaluru-2-to-5-years-221225003111,2-5 years,log,12,Primary skills: log; Experience: 2-5 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
"Technical Support/ Customer Support , sal up To 4.5 lpa",Creative Hands HR,"Chennai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-technical-support-customer-support-sal-up-to-4-5-lpa-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-221225002474,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support BTM Location salary 6.5lks,Ignites Human Capital,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-customer-support-btm-location-salary-6-5lks-ignites-human-capital-bangalore-bengaluru-1-to-5-years-221225002237,1+ years,,0,Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Assistant Manager IT,Naiknavare Developers,"Pune, India",naukri,https://www.naukri.com/job-listings-assistant-manager-it-naiknavare-developers-pune-7-to-10-years-221225002037,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Maintenance & Support Engineer (Data Layer),TekPillar,"Noida, India",naukri,https://www.naukri.com/job-listings-maintenance-support-engineer-data-layer-tekpillar-noida-3-to-4-years-221225000084,2+ years,,6,Support/production oriented; Experience: 2+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive,Stelling Technologies,"Ernakulam, Kochi, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-stelling-technologies-kochi-ernakulam-1-to-6-years-221225006229,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Support - CCM - SMS - Process - Steel,Welspun Specialty Solutions Limited,"Jhagadia, India",naukri,https://www.naukri.com/job-listings-support-ccm-sms-process-steel-welspun-specialty-solutions-limited-jhagadia-5-to-9-years-221225004957,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Domestic Banking (Customer Support),Teleperformance (TP),"Chennai, India",naukri,https://www.naukri.com/job-listings-domestic-banking-customer-support-teleperformance-tp-chennai-0-to-1-years-221225003469,,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Engineer,Hathway Cable Datacom,"Hyderabad(Somajiguda +3), India",naukri,https://www.naukri.com/job-listings-customer-support-engineer-hathway-cable-datacom-hyderabad-0-to-2-years-221225003318,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Service Associate ( Email/Chat Support ),Creative Hands HR,"Chennai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-customer-service-associate-email-chat-support-creative-hands-hr-hyderabad-chennai-bengaluru-0-to-5-years-221225002573,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
International Voice - Customer Support - UK Shift - Sal upto 7.20 LPA,Trigent Software,"Bengaluru(Koramangala), India",naukri,https://www.naukri.com/job-listings-international-voice-customer-support-uk-shift-sal-upto-7-20-lpa-trigent-software-bengaluru-1-to-6-years-221225000896,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
"Openings For Top BPO,SR Customer Support Salary 8L/A Call Apoorva",Ignites Human Capital,"Bengaluru, Hyderabad, India",naukri,https://www.naukri.com/job-listings-openings-for-top-bpo-sr-customer-support-salary-8l-a-call-apoorva-ignites-human-capital-hyderabad-bengaluru-1-to-6-years-140924005875,0-5 years,,0,Experience: 0-5 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
International Voice Process Executive - Customer support Executive,Access Healthcare,"Chennai, India",naukri,https://www.naukri.com/job-listings-international-voice-process-executive-customer-support-executive-access-healthcare-chennai-1-to-6-years-031225024901,40+ years,,13,On-call / shift work; Support/production oriented; Experience: 40+ years,"linux, sftp, servicenow, itil",Ignore,True,Work from office
Vice President - Engineering Expert - CIB IT Architecture,BNP Paribas,"Mumbai, India",naukri,https://www.naukri.com/job-listings-vice-president-engineering-expert-cib-it-architecture-bnp-paribas-india-solutions-pvt-ltd-mumbai-10-to-15-years-221225907102,,"api, bitbucket, devops, java, jenkins, linux, log, rest, shell, spring",0,,,Ignore,False,Work from office
Servicenow Developer,ONTIME GLOBAL PRIVATE LIMITED,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-ontime-global-private-limited-bengaluru-6-to-11-years-221225905715,5+ years,"alert, api, aws, azure, itil, java, monitor, monitoring, rest, servicenow",93,"Primary skills: alert, aws, azure, itil, monitor, monitoring, servicenow; Secondary skills: api, java, rest; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Experience: 5+ years","linux, sftp",Strong Match,False,Hybrid
IT/ Non IT Recruiter,ONTIME GLOBAL PRIVATE LIMITED,"Visakhapatnam, India",naukri,https://www.naukri.com/job-listings-it-non-it-recruiter-ontime-global-private-limited-visakhapatnam-0-to-5-years-221225905580,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Servicenow Developer,ONTIME GLOBAL PRIVATE LIMITED,"Mumbai, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-ontime-global-private-limited-mumbai-6-to-11-years-221225905460,5+ years,"alert, api, aws, azure, itil, java, monitor, monitoring, rest, servicenow",93,"Primary skills: alert, aws, azure, itil, monitor, monitoring, servicenow; Secondary skills: api, java, rest; Cloud: Azure, AWS, GCP; ServiceNow/ITIL/incident; Experience: 5+ years","linux, sftp",Strong Match,False,Hybrid
IT/ Non IT Recruiter,ONTIME GLOBAL PRIVATE LIMITED,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-it-non-it-recruiter-ontime-global-private-limited-hyderabad-0-to-5-years-221225905434,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT/ Non IT Recruiter,ONTIME GLOBAL PRIVATE LIMITED,"Hosur, India",naukri,https://www.naukri.com/job-listings-it-non-it-recruiter-ontime-global-private-limited-hosur-0-to-5-years-221225905430,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT/ Non IT Recruiter,ONTIME GLOBAL PRIVATE LIMITED,"Kolar, India",naukri,https://www.naukri.com/job-listings-it-non-it-recruiter-ontime-global-private-limited-kolar-0-to-5-years-221225905429,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Vision Plus Support Engineer Mumbai For Core Banking domain,Clover Infotech,"Mumbai Suburbs, India",naukri,https://www.naukri.com/job-listings-vision-plus-support-engineer-mumbai-for-core-banking-domain-clover-infotech-mumbai-suburban-2-to-5-years-201225016961,2-6 years,"alert, incident, itil, log, log analysis, monitor, monitoring, rest, servicenow, sla",80,"Primary skills: alert, incident, itil, log, log analysis, monitor, monitoring, servicenow, sla; Secondary skills: rest; On-call / shift work; ServiceNow/ITIL/incident; Experience: 2-6 years","linux, sftp",Strong Match,False,Work from office
"Looking For Application Monitoring Engg-Grafana/Dynatrace,Servicenow",Clover Infotech,"Navi Mumbai, India",naukri,https://www.naukri.com/job-listings-looking-for-application-monitoring-engg-grafana-dynatrace-servicenow-clover-infotech-navi-mumbai-1-to-3-years-201225016888,,"grafana, incident, itil, linux, monitor, monitoring, rest, servicenow, sla",91,"Primary skills: incident, itil, linux, monitor, monitoring, servicenow, sla; Secondary skills: grafana, rest; On-call / shift work; ServiceNow/ITIL/incident; Support/production oriented",sftp,Strong Match,False,Work from office
IT Automation and Business Systems Analyst,Kushals.com,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-it-automation-and-business-systems-analyst-kushals-com-bengaluru-3-to-8-years-201225016922,36+ years,"api, log, monitor, python, servicenow, sla",73,"Primary skills: log, monitor, python, servicenow, sla; Secondary skills: api; ServiceNow/ITIL/incident; Experience: 36+ years","linux, sftp, itil",Strong Match,False,Work from office
SAP AMS Support Consultant,Aadhya Nextgen It,"Raipur, India",naukri,https://www.naukri.com/job-listings-sap-ams-support-consultant-aadhya-nextgen-it-raipur-4-to-8-years-131225002492,26+ years,"itil, log",38,"Primary skills: itil, log; ServiceNow/ITIL/incident; Support/production oriented; Experience: 26+ years","linux, sftp, servicenow",Stretch Role,False,Work from office
Servicenow HRSD,Tata Consultancy Services,"Chennai, Hyderabad, India",naukri,https://www.naukri.com/job-listings-servicenow-hrsd-tata-consultancy-services-hyderabad-chennai-8-to-10-years-211225004469,,,0,,,Ignore,False,Work from office
Sr. Application Support Engineer (Teamcenter),Yamaha Motor Solutions,"Faridabad, India",naukri,https://www.naukri.com/job-listings-sr-application-support-engineer-teamcenter-yamaha-motor-solutions-india-pvt-ltd-faridabad-4-to-8-years-211225003150,,"python, shell",24,"Primary skills: python, shell","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Application Support Engineer,Gentoro People Consulting,"Kolkata, India",naukri,https://www.naukri.com/job-listings-application-support-engineer-gentoro-people-consulting-kolkata-1-to-6-years-201225013868,2+ years,"monitor, monitoring",30,"Primary skills: monitor, monitoring; Support/production oriented; Experience: 2+ years","linux, sftp, servicenow, itil",Stretch Role,True,Remote
IT Support,BandhanKonnagar,"Jhargram, India",naukri,https://www.naukri.com/job-listings-it-support-bandhankonnagar-jhargram-1-to-5-years-201225012847,1-3 years,,6,Support/production oriented; Experience: 1-3 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Java Application Support,Synstack Technologies And Services,"Hybrid - Hyderabad, India",naukri,https://www.naukri.com/job-listings-java-application-support-synstack-technologies-and-services-hyderabad-6-to-9-years-201225012155,,"api, ftp, java, rest, sftp, sla",57,"Primary skills: ftp, sftp, sla; Secondary skills: api, java, rest; Support/production oriented","linux, servicenow, itil",Good Match,False,Hybrid
Walk-in on 22nd December - Technology Support Engineer (Citrix),Real Time Data Services,"Gurgaon, India",naukri,https://www.naukri.com/job-listings-walk-in-on-22nd-december-technology-support-engineer-citrix-real-time-data-services-gurugram-3-to-8-years-201225012143,,monitor,12,Primary skills: monitor,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Genpact Inviting Applications For Accounts Payable _Hyderabad,Genpact,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-genpact-inviting-applications-for-accounts-payable-hyderabad-genpact-hyderabad-2-to-6-years-211225004125,2-5 years,,7,On-call / shift work; Experience: 2-5 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT Audit - ITGC,Deloitte Consulting,"Delhi NCR, Bengaluru, India",naukri,https://www.naukri.com/job-listings-it-audit-itgc-deloitte-consulting-bengaluru-delhi-ncr-mumbai-all-areas-5-to-9-years-211225003654,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Business Analyst (IT Services | Technical-Focused),Rejolut,"Navi Mumbai, India",naukri,https://www.naukri.com/job-listings-business-analyst-it-services-technical-focused-rejolut-navi-mumbai-4-to-8-years-211225003101,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Inviting applications For Assistant Manager_Record To report_Kolkata,Genpact,"Kolkata, India",naukri,https://www.naukri.com/job-listings-inviting-applications-for-assistant-manager-record-to-report-kolkata-genpact-kolkata-5-to-10-years-201225017008,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Genpact Inviting Applications For Human Resource Operation - Hyderabad,Genpact,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-genpact-inviting-applications-for-human-resource-operation-hyderabad-genpact-hyderabad-5-to-10-years-201225016344,2-7 years,"api, aws, log",41,"Primary skills: aws, log; Secondary skills: api; On-call / shift work; Cloud: AWS; Experience: 2-7 years","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Genpact Inviting Applications For Human Resource Operation - Kolkata,Genpact,"Kolkata, India",naukri,https://www.naukri.com/job-listings-genpact-inviting-applications-for-human-resource-operation-kolkata-genpact-kolkata-3-to-8-years-201225016291,2-7 years,"api, aws, log",41,"Primary skills: aws, log; Secondary skills: api; On-call / shift work; Cloud: AWS; Experience: 2-7 years","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
L2 Production Support,Nusummit Technologies,"Mumbai, India",naukri,https://www.naukri.com/job-listings-l2-production-support-nusummit-technologies-mumbai-6-to-8-years-201225012996,6-8 years,"api, incident, itil, linux, log, monitor, rest",85,"Primary skills: incident, itil, linux, log, monitor; Secondary skills: api, rest; On-call / shift work; ServiceNow/ITIL/incident; Experience: 6-8 years","sftp, servicenow",Strong Match,False,Work from office
Freshers / EXP @ INT Technical Support Associate -Yagyanshi,KVC CONSULTANTS LTD,"Pune, Bengaluru, India",naukri,https://www.naukri.com/job-listings-freshers-exp-int-technical-support-associate-yagyanshi-kvc-consultants-ltd-pune-bengaluru-0-to-5-years-270525020089,1+ years,,0,Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT Technical Support Engineer,Movate Technologies,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-it-technical-support-engineer-movate-technologies-hyderabad-0-to-5-years-201225011855,0-5 years,"incident, linux, log",51,"Primary skills: incident, linux, log; On-call / shift work; ServiceNow/ITIL/incident; Experience: 0-5 years","sftp, servicenow, itil",Good Match,True,Remote
Customer Support Executives || 4.2 LPA||@Mohali||@Chandigarh,White Bulb Technologies India,"Panchkula, Zirakpur, India",naukri,https://www.naukri.com/job-listings-customer-support-executives-4-2-lpa-mohali-chandigarh-white-bulb-technologies-india-mohali-panchkula-zirakpur-0-to-3-years-201225012823,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Freshers !! Customer support Associate !!,Firstsource,"Chennai, India",naukri,https://www.naukri.com/job-listings-freshers-customer-support-associate-firstsource-chennai-0-to-1-years-201225012542,,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Technical Support Associate International Voice Process,Axis Services,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-technical-support-associate-international-voice-process-axis-services-hyderabad-0-to-1-years-201225012470,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Us International MNC Hiring  Customer /Technical support Jaipur 1 Exp,KVC CONSULTANTS LTD,"Jaipur, India",naukri,https://www.naukri.com/job-listings-us-international-mnc-hiring-customer-technical-support-jaipur-1-exp-kvc-consultants-ltd-jaipur-1-to-5-years-201225011938,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive Voice & Chat (Blended) Bangaluru Karnataka,Digiads Media,"Delhi NCR, Bengaluru, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-voice-chat-blended-bangaluru-karnataka-digiads-media-bengaluru-delhi-ncr-0-to-5-years-170925041444,1+ years,,13,On-call / shift work; Support/production oriented; Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,True,Work from office
Customer Support Specialist,Wroots Global,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-customer-support-specialist-wroots-global-bengaluru-0-to-3-years-081225909993,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Oracle E-Business Suite - Application Database Administration (DBA),Tata Consultancy Services,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-oracle-e-business-suite-application-database-administration-dba-tata-consultancy-services-hyderabad-8-to-13-years-211225004841,,rest,5,Secondary skills: rest,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT Head,VGP Marine Kingdom,"Chennai, India",naukri,https://www.naukri.com/job-listings-it-head-vgp-marine-kingdom-chennai-10-to-15-years-181125028718,10+ years,,0,Experience: 10+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Application Packaging Engineer,Tata Consultancy Services,"Chennai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-application-packaging-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-201225013256,5-10 years,"log, shell",31,"Primary skills: log, shell; On-call / shift work; Experience: 5-10 years","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Support and Service Head,Warner Electronic,"Aurangabad, India",naukri,https://www.naukri.com/job-listings-support-and-service-head-warner-electronic-aurangabad-9-to-11-years-201225014134,15+ years,,6,Support/production oriented; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Support and Service Head,Warner Electronic,"Aurangabad, India",naukri,https://www.naukri.com/job-listings-support-and-service-head-warner-electronic-aurangabad-9-to-11-years-201225014133,15+ years,,6,Support/production oriented; Experience: 15+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Implementation Support Representative | Walk-In Drive,CDK Global,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-implementation-support-representative-walk-in-drive-cdk-global-hyderabad-0-to-2-years-201225012042,1-2 years,"rest, sla",17,Primary skills: sla; Secondary skills: rest; Experience: 1-2 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive,Sagility India,"Bengaluru(Bommanahalli), India",naukri,https://www.naukri.com/job-listings-customer-support-executive-sagility-india-bengaluru-0-to-1-years-061025010158,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
IT Analyst,PURETECH CODEX,"Pune, Indore, India",naukri,https://www.naukri.com/job-listings-it-analyst-puretech-codex-indore-pune-mumbai-all-areas-3-to-8-years-211225004156,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Hiring For Yes Bank || outbound Process || customer Support,Athena BPO,"Mumbai, Thane, India",naukri,https://www.naukri.com/job-listings-hiring-for-yes-bank-outbound-process-customer-support-athena-bpo-mumbai-thane-mumbai-all-areas-0-to-5-years-211225003546,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Communication & Sales Support Executive,SOBHA,"Bengaluru(Bellandur), India",naukri,https://www.naukri.com/job-listings-customer-communication-sales-support-executive-sobha-bengaluru-2-to-5-years-211225003418,25+ years,,6,Support/production oriented; Experience: 25+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
"Customer Support Executive, Telesales ( Telugu,Malayalam,Kannada)",Marketsof1 Analytical Marketing Services,"Chennai, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-telesales-telugu-malayalam-kannada-marketsof1-analytical-marketing-services-chennai-0-to-3-years-211225003192,1-4 years,,0,Experience: 1-4 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Student Support Executive (Work From Home),Maxxcell Institute Of Professional Studies Private  Limited,"Remote, India",naukri,https://www.naukri.com/job-listings-student-support-executive-work-from-home-maxxcell-institute-of-professional-studies-private-limited-pune-0-to-2-years-201225017062,,,6,Support/production oriented,"linux, sftp, servicenow, itil",Ignore,True,Remote
Customer Support Executive,AstroVed,"Chennai, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-astroved-chennai-2-to-5-years-201225016722,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive,Teleperformance (TP),"Gurgaon, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-teleperformance-tp-gurugram-1-to-6-years-201225015957,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive,Team Vertex India Global Services,"Gurgaon, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-team-vertex-india-global-services-gurugram-0-to-5-years-201225015300,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Support - Mechanical Maintenance - Pipe Plant - Jhagadia - Steel,Welspun Specialty Solutions Limited,"Jhagadia, India",naukri,https://www.naukri.com/job-listings-support-mechanical-maintenance-pipe-plant-jhagadia-steel-welspun-specialty-solutions-limited-jhagadia-0-to-1-years-201225015207,,"log, monitor",24,"Primary skills: log, monitor","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Technical Support Executive,Axis Services,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-technical-support-executive-axis-services-hyderabad-1-to-3-years-201225015102,1+ years,,13,On-call / shift work; Support/production oriented; Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
"Customer Support Executive in Email ,chat and Voice",Spes Manning,"Pune(Viman Nagar), India",naukri,https://www.naukri.com/job-listings-customer-support-executive-in-email-chat-and-voice-spes-manning-pune-0-to-4-years-201225014085,1+ years,,13,On-call / shift work; Support/production oriented; Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Servicenow Developer,Black And White Business Solutions,"Hybrid - Chennai, Pune, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-black-and-white-business-solutions-hyderabad-pune-chennai-4-to-9-years-201225013988,4-15 years,,0,Experience: 4-15 years,"linux, sftp, servicenow, itil",Ignore,False,Hybrid
Customer Support Executive,Wroots Global,"Bengaluru(Bommanahalli +3), India",naukri,https://www.naukri.com/job-listings-customer-support-executive-wroots-global-bengaluru-0-to-3-years-201225013906,,,0,,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Expert,Hrpro Solution Sevices,"Noida, India",naukri,https://www.naukri.com/job-listings-customer-support-expert-hrpro-solution-sevices-noida-1-to-5-years-201225013895,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive Voice & Chat (Blended) Bangalore Karnataka,Digiads Media,"Delhi NCR, Bengaluru, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-voice-chat-blended-bangalore-karnataka-digiads-media-bengaluru-delhi-ncr-1-to-5-years-150625000413,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,True,Work from office
UiPath RPA Support Developer,Tekskills,"Mumbai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-uipath-rpa-support-developer-tekskills-kolkata-mumbai-bengaluru-8-to-10-years-201225005774,4+ years,,6,Support/production oriented; Experience: 4+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Mass Hiring For Customer Support Executive Voice Process Upto 5.5 LPA,GIST Management Solutions ,"Lucknow, Gurgaon, India",naukri,https://www.naukri.com/job-listings-mass-hiring-for-customer-support-executive-voice-process-upto-5-5-lpa-gist-management-solutions-lucknow-gurugram-jaipur-1-to-3-years-201225010412,,,13,On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Desktop Support Engineer - L2,Sm2 Infotech,"Gulabpura, Rajsamand, India",naukri,https://www.naukri.com/job-listings-desktop-support-engineer-l2-sm2-infotech-gulabpura-rajsamand-bhilwara-2-to-5-years-201225010306,,"monitor, monitoring",30,"Primary skills: monitor, monitoring; Support/production oriented","linux, sftp, servicenow, itil",Stretch Role,False,Work from office
Servicenow SPM,Cloudxtreme,"Chennai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-spm-cloudxtreme-hyderabad-chennai-bengaluru-10-to-17-years-181025004912,,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident,"linux, sftp, itil",Stretch Role,False,Work from office
Servicenow Developer,Cloudxtreme,"Hybrid - Chennai, Bengaluru, India",naukri,https://www.naukri.com/job-listings-servicenow-developer-cloudxtreme-hyderabad-chennai-bengaluru-3-to-8-years-201225008540,37+ years,servicenow,20,Primary skills: servicenow; ServiceNow/ITIL/incident; Experience: 37+ years,"linux, sftp, itil",Stretch Role,False,Hybrid
Technical Support Associate || 2 way cab || Upto 4 LPA,Axis Services,"Hyderabad, India",naukri,https://www.naukri.com/job-listings-technical-support-associate-2-way-cab-upto-4-lpa-axis-services-hyderabad-1-to-5-years-201225009790,1+ years,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented; Experience: 1+ years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Exciting Opening For International BPO | Customer Support | Sal 6.5 LP,JobShop,"Bengaluru, India",naukri,https://www.naukri.com/job-listings-exciting-opening-for-international-bpo-customer-support-sal-6-5-lp-jobshop-bengaluru-0-to-5-years-201225009321,,sla,18,Primary skills: sla; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Domestic Banking customer support,Teleperformance (TP),"Chennai(Pattabiram), India",naukri,https://www.naukri.com/job-listings-domestic-banking-customer-support-teleperformance-tp-chennai-0-to-1-years-201225007124,,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive & Upselling,Teleperformance (TP),"Gurgaon, India",naukri,https://www.naukri.com/job-listings-customer-support-executive-upselling-teleperformance-tp-gurugram-0-to-2-years-201225007095,,,7,On-call / shift work,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Customer Support Executive-Bangalore,Teleperformance (TP),"Bengaluru(Marathahalli), India",naukri,https://www.naukri.com/job-listings-customer-support-executive-bangalore-teleperformance-tp-bengaluru-0-to-2-years-201225006482,0-1 years,,13,On-call / shift work; Support/production oriented; Experience: 0-1 years,"linux, sftp, servicenow, itil",Ignore,False,Work from office
International Chat Support Executive // Upselling,Teleperformance (TP),"Gurgaon, India",naukri,https://www.naukri.com/job-listings-international-chat-support-executive-upselling-teleperformance-tp-gurugram-0-to-2-years-161025029071,,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
Gurgaon || International Customer Support Executive,Teleperformance (TP),"Gurgaon, India",naukri,https://www.naukri.com/job-listings-gurgaon-international-customer-support-executive-teleperformance-tp-gurugram-0-to-2-years-071125027755,,rest,18,Secondary skills: rest; On-call / shift work; Support/production oriented,"linux, sftp, servicenow, itil",Ignore,False,Work from office
